EPOCH,RMSE,PCC,MAPE,MAE
0,5942.689290,0.255898,88.780228,3592.414062
10,4552.397830,0.480629,83.859428,2446.244141
20,3794.041381,0.673375,53.153389,1972.776001
30,3560.571864,0.715804,48.522743,1845.036865
40,3455.583308,0.733764,47.206551,1785.746216
50,3400.181466,0.742361,46.735249,1759.048584
60,3366.283856,0.747232,46.561794,1745.858643
70,3341.978905,0.750607,46.319893,1734.241333
80,3323.161597,0.753182,46.017586,1722.570312
90,3308.092502,0.755159,45.779102,1713.043457
100,3295.753025,0.756721,45.512131,1704.153320
110,3285.926506,0.757867,45.337177,1696.645264
120,3277.591646,0.758726,45.163937,1689.685303
130,3270.967135,0.759329,45.019779,1683.555420
140,3265.480057,0.759735,44.903294,1678.327393
150,3261.011193,0.759978,44.786499,1673.598999
160,3257.455602,0.760085,44.706562,1669.527954
170,3254.550967,0.760096,44.638721,1665.874756
180,3252.229543,0.760015,44.590145,1662.682251
190,3250.398899,0.759867,44.550068,1659.892212
200,3249.143733,0.759688,44.520840,1657.704712
210,3247.934421,0.759445,44.530106,1655.806885
220,3247.176312,0.759234,44.493092,1653.853271
230,3246.483790,0.758953,44.505432,1652.404785
240,3245.984750,0.758697,44.502247,1650.908813
250,3245.747834,0.758428,44.487286,1649.560303
260,3245.566514,0.758157,44.478439,1648.279785
270,3245.359148,0.757904,44.463333,1646.893066
280,3245.223413,0.757597,44.483086,1645.818970
290,3245.240823,0.757330,44.473217,1644.607178
300,3245.271637,0.757071,44.461903,1643.386108
310,3245.381950,0.756816,44.450680,1642.312988
320,3245.436026,0.756546,44.461548,1641.509644
330,3245.645390,0.756284,44.471775,1640.895874
340,3245.813919,0.756044,44.488651,1640.640991
350,3246.175288,0.755820,44.484760,1640.416138
360,3246.165584,0.755573,44.520847,1640.164917
370,3246.641957,0.755362,44.509716,1639.955200
380,3246.595294,0.755144,44.538460,1639.624146
390,3246.914535,0.754947,44.535423,1639.326904
400,3247.210187,0.754753,44.547737,1639.177002
410,3247.340450,0.754535,44.589943,1639.145996
420,3247.537221,0.754362,44.604485,1638.949829
430,3247.775546,0.754183,44.622078,1638.815430
440,3247.903478,0.754005,44.644772,1638.648315
450,3248.205812,0.753851,44.653324,1638.553345
460,3248.388831,0.753713,44.656342,1638.321045
470,3248.391756,0.753575,44.677517,1638.065796
480,3248.550446,0.753437,44.690212,1637.877686
490,3248.664341,0.753310,44.691460,1637.572510
500,3247.518591,0.754111,44.089718,1631.209229
510,3244.349395,0.755412,44.010769,1624.658569
520,3242.967777,0.755586,43.804569,1621.157227
530,3244.164916,0.755168,43.597496,1620.016602
540,3247.652691,0.754132,43.483494,1621.458130
550,3250.485502,0.752959,43.346012,1622.163452
560,3255.925828,0.751377,43.332428,1625.081055
570,3260.660209,0.749858,43.320648,1627.658569
580,3265.807557,0.748320,43.343372,1631.492432
590,3270.896972,0.746769,43.409798,1636.570557
600,3275.640243,0.745261,43.546875,1641.919922
610,3280.452865,0.743798,43.684055,1647.194702
620,3285.741317,0.742286,43.842735,1653.005005
630,3290.033586,0.741125,43.951752,1657.650879
640,3293.399763,0.739826,44.321030,1663.529907
650,3297.604888,0.738845,44.412094,1667.811890
660,3300.299380,0.737773,44.696217,1672.667114
670,3303.276555,0.736848,44.861740,1676.833740
680,3306.037810,0.735988,45.029095,1680.812012
690,3308.704731,0.735183,45.186558,1684.569580
700,3310.968287,0.734473,45.337959,1688.076660
710,3314.911009,0.733721,45.408009,1692.197266
720,3316.580920,0.733214,45.544685,1695.157471
730,3316.835992,0.732752,45.752422,1697.675659
740,3318.101264,0.732342,45.866684,1700.027710
750,3319.744568,0.731894,45.987274,1702.679932
760,3320.660778,0.731581,46.119518,1704.824219
770,3321.109453,0.731367,46.207191,1706.318726
780,3321.676083,0.731127,46.303062,1707.872803
790,3322.405454,0.730881,46.399292,1709.479736
800,3323.003912,0.730668,46.484669,1710.912231
810,3323.446855,0.730506,46.576431,1712.248901
820,3324.523124,0.730277,46.661915,1713.935059
830,3326.084485,0.730147,46.667252,1715.357422
840,3325.668805,0.730078,46.746758,1716.056885
850,3324.768263,0.729946,46.920994,1717.006226
860,3326.226992,0.729834,46.894245,1718.128662
870,3325.213828,0.729738,47.059326,1718.871338
880,3324.959849,0.729751,47.085327,1719.191772
890,3327.266446,0.729538,47.097286,1721.062988
900,3326.106883,0.729412,47.264252,1721.635986
910,3328.278834,0.729224,47.256077,1723.249146
920,3326.052315,0.729527,47.250034,1722.030762
930,3328.709510,0.729057,47.377319,1724.820312
940,3327.028554,0.729090,47.495815,1724.687866
950,3326.893897,0.729258,47.436478,1724.476074
960,3328.526100,0.728948,47.550964,1726.480835
970,3328.854458,0.728874,47.603024,1727.240601
980,3328.253746,0.728773,47.742649,1727.830566
990,3328.793926,0.728822,47.722431,1728.206299
