EPOCH,RMSE,PCC,MAPE,MAE
0,3868.415309,0.073526,92.220848,2826.313232
10,2866.820364,0.219790,55.003624,1784.800049
20,2556.987192,0.436887,52.327728,1652.005371
30,2344.385527,0.580590,41.905266,1465.482788
40,2231.292226,0.633383,39.339985,1380.702515
50,2165.398924,0.658943,38.970016,1341.865845
60,2126.220120,0.673308,39.241032,1324.795166
70,2100.060237,0.682880,39.324554,1312.896973
80,2080.095190,0.690291,39.143471,1301.772827
90,2063.780027,0.696223,38.748909,1290.086792
100,2050.209989,0.701049,38.279667,1278.813599
110,2038.875303,0.705023,37.800034,1268.399292
120,2029.279490,0.708343,37.353607,1259.087280
130,2021.067973,0.711085,36.971146,1251.391357
140,2014.125617,0.713448,36.647976,1244.864258
150,2008.095117,0.715448,36.378796,1239.308472
160,2002.881861,0.717189,36.152718,1234.416016
170,1998.240351,0.718719,35.965343,1230.074951
180,1994.207111,0.720061,35.802322,1226.228027
190,1990.599030,0.721253,35.664360,1222.817017
200,1987.366411,0.722298,35.549965,1219.880371
210,1984.484757,0.723264,35.452686,1217.306885
220,1981.832107,0.724111,35.367111,1214.915527
230,1979.379764,0.724905,35.292221,1212.726440
240,1977.149906,0.725632,35.232262,1210.855225
250,1975.184042,0.726308,35.180630,1209.202759
260,1973.350640,0.726998,35.122936,1207.530762
270,1971.610573,0.727499,35.086067,1206.081787
280,1970.007233,0.728040,35.048180,1204.718384
290,1968.477457,0.728594,35.004791,1203.335083
300,1967.201375,0.729116,34.959732,1202.077637
310,1965.949007,0.729629,34.907780,1200.736084
320,1964.722372,0.730055,34.851349,1199.344360
330,1963.702880,0.730681,34.718250,1197.260986
340,1963.327023,0.731262,34.616760,1195.717041
350,1962.584966,0.731707,34.641758,1195.266724
360,1961.734946,0.732221,34.625469,1194.470215
370,1961.000446,0.732753,34.576897,1193.421143
380,1959.993814,0.733147,34.573963,1192.681152
390,1959.466573,0.733532,34.564938,1192.172363
400,1959.213937,0.733899,34.479874,1191.055542
410,1959.313273,0.734252,34.466480,1190.813110
420,1959.145030,0.734654,34.454266,1190.445801
430,1958.907221,0.735101,34.425072,1189.911377
440,1958.727840,0.735477,34.386238,1189.308472
450,1958.262112,0.735718,34.365246,1188.726440
460,1958.073735,0.735904,34.366631,1188.532104
470,1957.890638,0.736094,34.352108,1188.173584
480,1958.916920,0.736085,34.293301,1187.970581
490,1959.396591,0.736312,34.320358,1188.320312
500,1960.055675,0.736437,34.309418,1188.415283
510,1964.540086,0.735600,34.294487,1190.091553
520,1965.956447,0.735216,34.371170,1191.203369
530,1965.629479,0.735539,34.386490,1191.058105
540,1966.063198,0.735550,34.395580,1191.265991
550,1966.614667,0.735528,34.391354,1191.400024
560,1967.030630,0.735503,34.382660,1191.426758
570,1967.405779,0.735490,34.369583,1191.408813
580,1967.642117,0.735520,34.359085,1191.369507
590,1967.625472,0.735644,34.347488,1191.183105
600,1967.762244,0.735707,34.336788,1191.052734
610,1968.161642,0.735693,34.328293,1191.075562
620,1969.086146,0.735594,34.323864,1191.382568
630,1970.000190,0.735359,34.330021,1191.756714
640,1970.809098,0.735138,34.337864,1192.086060
650,1972.143250,0.734795,34.345135,1192.712524
660,1983.674494,0.730260,34.565609,1201.567383
670,1983.131173,0.728232,34.765503,1203.806030
680,1979.765769,0.728246,34.861858,1203.933105
690,1973.020844,0.729488,34.854160,1200.615479
700,1969.802338,0.730265,35.012852,1200.169434
710,1969.970431,0.730336,35.197567,1201.974121
720,1970.448807,0.730697,35.364742,1204.001709
730,1969.090844,0.730929,35.624668,1205.702759
740,1968.596327,0.730844,36.036766,1208.987671
750,1970.993848,0.729995,36.578983,1214.776245
760,1972.662858,0.729554,37.039417,1219.629639
770,1974.876958,0.729063,37.400181,1223.958740
780,1976.075846,0.729061,37.551437,1226.017578
790,1978.139467,0.728616,37.749424,1228.635986
800,1979.961742,0.728255,37.973408,1231.292725
810,1984.871092,0.726630,38.457558,1237.088013
820,1987.205764,0.727311,38.577053,1239.645874
830,1992.483501,0.724166,39.199936,1246.431274
840,1996.812084,0.723191,39.470203,1250.508301
850,2000.756857,0.721377,39.791561,1254.247681
860,2008.288948,0.718894,40.362629,1261.712036
870,2012.884125,0.716982,40.634186,1265.260742
880,2018.516163,0.714829,40.955021,1269.264771
890,2025.439397,0.711933,41.345600,1274.850952
900,2034.598240,0.708285,42.095989,1283.343262
910,2043.074827,0.704831,42.654270,1290.796143
920,2051.403666,0.701090,43.204952,1297.656860
930,2059.605909,0.697341,43.701614,1303.776245
940,2068.260018,0.693359,44.211006,1309.983887
950,2061.092186,0.697175,43.326084,1301.282959
960,2070.897269,0.691638,43.543663,1304.111572
970,2079.857928,0.687993,44.056389,1310.987427
980,2086.675106,0.684643,44.269493,1313.881226
990,2106.064695,0.676255,45.281067,1326.744141
