EPOCH,RMSE,PCC,MAPE,MAE
0,4207.638055,0.164587,84.098640,2724.288086
10,3334.867014,0.269881,63.437206,1909.694092
20,3113.136521,0.412468,61.593121,1811.195068
30,2974.090785,0.505573,55.134422,1693.866943
40,2896.745760,0.552532,51.674332,1627.430176
50,2854.235362,0.575725,50.259678,1593.841187
60,2826.239905,0.589991,49.434536,1572.224976
70,2806.197783,0.599722,48.860523,1556.976318
80,2791.777033,0.606677,48.440720,1545.698730
90,2780.779567,0.611642,48.212029,1538.355469
100,2772.721046,0.615241,48.030922,1533.333130
110,2765.927602,0.618110,47.869579,1529.330200
120,2760.027717,0.620192,47.771473,1526.300293
130,2754.967695,0.621889,47.678230,1523.764526
140,2750.332162,0.623305,47.599888,1521.420654
150,2746.481567,0.624508,47.529430,1519.403198
160,2743.451202,0.625477,47.469101,1517.752808
170,2740.946825,0.626309,47.411419,1516.338501
180,2738.259210,0.627028,47.375664,1514.870728
190,2736.208417,0.627703,47.315762,1513.577271
200,2734.251543,0.628271,47.273663,1512.378174
210,2732.361616,0.628774,47.240891,1511.173950
220,2730.714833,0.629403,47.148796,1509.669434
230,2729.206753,0.629886,47.086281,1508.437012
240,2727.800763,0.630291,47.040100,1507.337280
250,2726.625295,0.630632,47.004040,1506.387573
260,2725.474729,0.630971,46.967621,1505.458862
270,2724.488301,0.631281,46.932854,1504.628052
280,2723.577243,0.631432,46.930695,1504.080933
290,2722.645313,0.631716,46.895447,1503.245728
300,2721.783147,0.631931,46.873627,1502.543823
310,2721.099135,0.632198,46.838169,1501.804688
320,2720.448401,0.632391,46.816914,1501.235229
330,2719.498483,0.632597,46.796680,1500.513184
340,2718.778678,0.632714,46.793121,1499.993286
350,2718.384631,0.632959,46.762680,1499.331421
360,2717.892934,0.633192,46.730995,1498.649048
370,2717.390292,0.633308,46.721046,1498.176147
380,2716.550018,0.633476,46.706570,1497.453613
390,2716.010769,0.633681,46.668564,1496.804077
400,2715.395920,0.633817,46.648361,1496.303589
410,2714.676132,0.633907,46.641888,1495.858643
420,2714.154012,0.633998,46.636158,1495.539551
430,2713.437672,0.634144,46.615501,1494.991455
440,2713.196639,0.634298,46.587601,1494.618774
450,2713.350420,0.634348,46.619823,1494.743286
460,2713.296795,0.634496,46.605160,1494.494995
470,2713.276156,0.634646,46.596611,1494.293823
480,2712.877992,0.634739,46.603424,1494.004883
490,2712.767130,0.634889,46.597557,1493.747681
500,2712.535714,0.634955,46.612125,1493.590210
510,2647.514117,0.659068,45.135796,1431.081299
520,2597.797529,0.704548,37.591366,1315.190308
530,2593.253169,0.717074,34.458820,1275.541992
540,2575.107376,0.715367,36.720581,1267.152466
550,2574.275529,0.717032,35.625713,1251.316040
560,2566.484463,0.717058,35.538910,1240.541626
570,2570.588357,0.715530,34.553917,1229.875610
580,2566.693398,0.715745,33.459309,1215.148071
590,2570.422728,0.712209,33.312439,1212.815430
600,2571.633041,0.712717,32.161697,1204.643188
610,2548.656313,0.720316,31.222427,1188.399536
620,2542.509587,0.721814,30.548820,1183.637817
630,2540.292503,0.716477,31.165312,1183.069336
640,2544.111829,0.711873,31.408730,1185.405396
650,2548.034242,0.707714,31.384136,1186.292725
660,2556.123432,0.700139,31.953104,1191.700073
670,2564.310921,0.694391,31.946569,1194.086182
680,2576.114516,0.687555,31.656954,1196.103027
690,2586.758686,0.677840,32.214005,1202.708374
700,2594.581565,0.675062,31.906517,1206.770752
710,2599.117639,0.667363,32.439114,1209.134766
720,2604.359038,0.661881,32.801159,1213.405029
730,2614.915008,0.654839,32.810097,1217.451904
740,2618.013655,0.651774,32.988987,1219.954590
750,2622.994186,0.649407,32.804184,1220.601807
760,2624.638642,0.647067,33.035725,1222.710571
770,2625.633923,0.645107,33.242649,1225.193726
780,2624.229125,0.645578,33.094139,1223.261841
790,2622.821858,0.645327,33.163185,1223.924072
800,2620.835649,0.645929,33.084816,1222.333740
810,2620.075476,0.645039,33.277973,1224.084595
820,2619.404703,0.644680,33.323936,1224.123535
830,2619.449083,0.644269,33.386120,1224.895142
840,2620.142172,0.643561,33.439930,1225.438721
850,2622.251132,0.642063,33.634499,1227.737183
860,2623.837076,0.642033,33.499313,1227.215698
870,2625.414253,0.641019,33.573895,1228.229370
880,2627.364364,0.640609,33.534763,1228.746826
890,2614.560384,0.669397,31.550709,1211.879883
900,2599.266627,0.671278,31.463682,1201.241699
910,2594.034888,0.674368,31.343805,1199.365356
920,2602.788409,0.664884,32.254307,1208.408203
930,2586.496472,0.675846,31.456898,1198.023315
940,2593.116272,0.673869,31.494764,1201.661499
950,2582.071358,0.676654,31.456612,1196.764160
960,2581.560284,0.674861,31.756496,1198.831421
970,2586.851658,0.673771,31.596081,1200.661255
980,2579.109536,0.677167,31.336378,1196.735352
990,2582.579524,0.668434,32.686626,1204.473389
